id,uid,pid,suggestion_id,starttime,endtime,status
3327,62400,921,5,2015-10-21 11:00:00,2015-10-21 11:50:00,2
3337,60565,857,1,2015-10-21 16:00:00,2015-10-21 17:00:00,2
3338,67119,922,1,2015-10-20 19:00:00,2015-10-20 20:00:00,2
3339,60001,775,1,2015-10-20 20:00:00,2015-10-20 21:00:00,2
3344,65029,846,1,2015-10-20 09:00:00,2015-10-20 10:00:00,2
3349,66067,871,1,2015-10-20 11:00:00,2015-10-20 12:00:00,2
3380,66467,764,5,2015-10-27 10:30:00,2015-10-27 11:20:00,2
3381,64355,792,1,2015-10-27 08:30:00,2015-10-27 09:20:00,2
3385,65029,846,1,2015-10-27 09:00:00,2015-10-27 10:00:00,2
3387,66067,871,1,2015-10-27 11:00:00,2015-10-27 12:00:00,2
3391,66124,912,1,2015-10-22 19:00:00,2015-10-22 20:00:00,2
3393,65619,815,1,2015-10-27 15:00:00,2015-10-27 15:50:00,2
3406,60668,883,1,2015-10-20 20:10:00,2015-10-20 21:00:00,2
3407,62744,882,1,2015-10-20 19:10:00,2015-10-20 20:00:00,2
3408,62744,882,1,2015-10-27 19:10:00,2015-10-27 20:00:00,2
3409,67910,928,5,2015-10-28 09:12:00,2015-10-28 10:12:00,2
3410,65666,881,1,2015-10-20 18:30:00,2015-10-20 19:20:00,2
3411,65666,881,5,2015-10-27 18:30:00,2015-10-27 19:20:00,2
3417,63114,772,1,2015-10-28 10:00:00,2015-10-28 10:50:00,2
3423,65737,920,1,2015-10-28 10:00:00,2015-10-28 11:00:00,2
3424,68221,826,1,2015-10-23 15:00:00,2015-10-23 16:00:00,2
3433,62044,825,1,2015-10-23 14:00:00,2015-10-23 15:00:00,2
3436,62979,903,1,2015-10-27 19:00:00,2015-10-27 20:00:00,2
3437,64351,902,1,2015-10-27 20:00:00,2015-10-27 21:00:00,2
3438,64351,902,1,2015-10-27 20:00:00,2015-10-27 21:00:00,2
3443,60182,756,1,2015-10-29 16:00:00,2015-10-29 16:50:00,2
3448,63163,885,1,2015-10-28 16:00:00,2015-10-28 17:00:00,2
3449,65236,929,1,2015-10-30 09:00:00,2015-10-30 10:00:00,2
3453,61637,864,1,2015-10-09 15:00:00,2015-10-09 16:00:00,2
3454,61637,864,1,2015-10-16 15:00:00,2015-10-16 16:00:00,2
3455,61637,864,1,2015-10-23 15:00:00,2015-10-23 16:00:00,2
3463,65526,834,1,2015-10-30 09:00:00,2015-10-30 10:00:00,2
3464,66711,822,1,2015-10-16 15:00:00,2015-10-16 16:00:00,2
3466,65740,836,1,2015-10-30 15:00:00,2015-10-30 15:01:00,2
3471,59584,788,1,2015-10-26 10:00:00,2015-10-26 11:00:00,2
3472,61101,790,1,2015-10-26 09:00:00,2015-10-26 10:00:00,2
3482,60565,857,1,2015-10-28 16:00:00,2015-10-28 17:00:00,2
3483,67119,922,1,2015-10-27 19:00:00,2015-10-27 20:00:00,2
3484,60001,775,1,2015-10-28 14:00:00,2015-10-28 15:00:00,2
3485,62044,825,1,2015-10-30 14:00:00,2015-10-30 15:00:00,2
3491,61637,864,5,2015-10-30 15:00:00,2015-10-30 16:00:00,2
3498,68221,826,1,2015-10-30 15:00:00,2015-10-30 16:00:00,2
3504,68594,765,5,2015-10-26 09:10:00,2015-10-26 10:10:00,2
3505,59909,784,1,2015-10-26 09:13:00,2015-10-26 10:13:00,2
3506,59909,784,1,2015-11-02 09:14:00,2015-11-02 10:14:00,2
3508,64355,792,5,2015-11-03 08:30:00,2015-11-03 09:20:00,2
3509,64652,935,1,2015-11-03 10:38:00,2015-11-03 11:38:00,2
3514,65156,937,1,2015-11-03 10:30:00,2015-11-03 11:20:00,2
3517,63056,938,1,2015-11-03 14:00:00,2015-11-03 14:50:00,2
3522,65619,815,5,2015-11-03 15:00:00,2015-11-03 15:50:00,2
3530,66438,939,1,2015-11-03 17:10:00,2015-11-03 17:50:00,2
3534,63056,938,1,2015-11-02 14:30:00,2015-11-02 15:30:00,2
3542,61102,941,1,2015-11-04 08:30:00,2015-11-04 09:20:00,2
3549,63114,772,1,2015-11-04 15:00:00,2015-11-04 15:50:00,2
3551,65737,920,1,2015-11-04 10:00:00,2015-11-04 11:00:00,2
3552,65553,943,1,2015-11-04 16:00:00,2015-11-04 16:50:00,2
3557,63163,885,1,2015-11-04 16:00:00,2015-11-04 17:00:00,2
3564,65585,896,1,2015-10-26 16:00:00,2015-10-26 17:30:00,2
3565,65585,896,1,2015-11-02 16:00:00,2015-11-02 17:30:00,2
3566,65553,943,5,2015-11-04 11:00:00,2015-11-04 11:50:00,2
3567,60668,883,1,2015-10-27 20:10:00,2015-10-27 21:10:00,2
3568,60668,883,1,2015-11-03 20:10:00,2015-11-03 21:00:00,2
3579,62744,882,1,2015-11-03 19:10:00,2015-11-03 20:00:00,2
3580,62744,882,1,2015-11-03 19:10:00,2015-11-03 20:00:00,2
3581,60790,945,1,2015-11-05 16:00:00,2015-11-05 16:54:00,2
3588,65236,929,1,2015-11-06 09:00:00,2015-11-06 10:00:00,2
3594,65583,946,1,2015-11-06 16:00:00,2015-11-06 16:55:00,2
3597,65740,836,1,2015-11-06 15:05:00,2015-11-06 16:05:00,2
3598,59690,947,1,2015-11-06 11:00:00,2015-11-06 11:50:00,2
3599,62634,948,1,2015-11-06 10:00:00,2015-11-06 10:50:00,2
3601,60621,950,1,2015-11-06 09:00:00,2015-11-06 10:00:00,2
3608,60793,831,1,2015-11-09 08:54:00,2015-11-09 10:54:00,2
3612,59909,784,1,2015-11-09 10:50:00,2015-11-09 11:50:00,2
3613,61107,951,1,2015-11-09 10:52:00,2015-11-09 11:52:00,2
3615,65553,952,1,2015-11-09 10:00:00,2015-11-09 11:00:00,2
3628,62044,825,1,2015-11-06 14:00:00,2015-11-06 15:00:00,2
3629,60565,857,1,2015-11-04 16:00:00,2015-11-04 17:00:00,2
3630,67119,922,1,2015-11-03 19:00:00,2015-11-03 20:00:00,2
3631,60001,775,1,2015-11-04 14:00:00,2015-11-04 15:00:00,2
3633,68221,826,1,2015-11-06 15:00:00,2015-11-06 16:00:00,2
3647,59584,788,1,2015-11-09 10:00:00,2015-11-09 11:00:00,2
3651,62971,955,1,2015-11-10 09:30:00,2015-11-10 10:20:00,2
3652,63056,938,1,2015-11-09 13:30:00,2015-11-09 14:30:00,2
3653,63056,938,1,2015-11-09 13:30:00,2015-11-09 14:30:00,2
3664,61891,957,1,2015-11-09 15:00:00,2015-11-09 16:00:00,2
3669,66067,871,1,2015-11-10 11:00:00,2015-11-10 12:00:00,2
3671,69724,960,1,2015-11-10 16:00:00,2015-11-10 16:50:00,2
3674,65492,961,1,2015-11-10 14:00:00,2015-11-10 14:50:00,2
3678,61102,941,1,2015-11-11 08:30:00,2015-11-11 09:20:00,2
3679,60668,883,1,2015-11-10 20:10:00,2015-11-10 21:00:00,2
3680,62744,882,1,2015-11-10 19:10:00,2015-11-10 20:00:00,2
3681,65666,881,5,2015-10-27 18:30:00,2015-10-27 19:20:00,2
3682,63199,963,1,2015-11-11 09:00:00,2015-11-11 09:50:00,2
3683,63114,772,1,2015-11-11 10:00:00,2015-11-11 10:50:00,2
3687,63163,885,5,2015-11-11 16:00:00,2015-11-11 17:00:00,2
3692,62979,903,1,2015-11-03 19:00:00,2015-11-03 20:00:00,2
3693,62979,903,1,2015-11-10 19:00:00,2015-11-10 20:00:00,2
3694,64351,902,1,2015-11-03 20:00:00,2015-11-03 21:00:00,2
3695,64351,902,1,2015-11-10 20:00:00,2015-11-10 21:00:00,2
3696,66124,912,5,2015-10-29 19:00:00,2015-10-29 20:00:00,2
3698,65587,965,1,2015-10-29 18:00:00,2015-10-29 19:00:00,2
3699,65587,965,1,2015-10-29 18:00:00,2015-10-29 19:00:00,2
3700,65587,965,1,2015-11-05 18:00:00,2015-11-05 19:00:00,2
3702,63497,967,1,2015-11-05 19:00:00,2015-11-05 20:00:00,2
3705,68090,968,1,2015-11-05 18:00:00,2015-11-05 19:00:00,2
3706,67173,969,1,2015-11-11 16:00:00,2015-11-11 16:50:00,2
3713,60790,945,1,2015-11-12 15:57:00,2015-11-12 16:50:00,2
3716,61101,790,5,2015-11-02 10:00:00,2015-11-02 11:00:00,2
3719,65236,929,1,2015-11-13 09:00:00,2015-11-13 10:00:00,2
3725,65587,965,1,2015-11-12 17:00:00,2015-11-12 18:00:00,2
3726,63497,967,1,2015-11-12 19:00:00,2015-11-12 20:00:00,2
3727,67181,971,1,2015-11-12 19:00:00,2015-11-12 20:00:00,2
3728,67181,972,1,2015-11-12 19:00:00,2015-11-12 20:00:00,2
3730,65583,946,1,2015-11-13 16:00:00,2015-11-13 16:55:00,2
3732,65740,836,5,2015-11-13 15:00:00,2015-11-13 15:50:00,2
3736,59690,947,1,2015-11-13 11:00:00,2015-11-13 12:00:00,2
3737,60621,950,1,2015-11-13 09:00:00,2015-11-13 10:00:00,2
3738,62634,948,1,2015-11-13 10:00:00,2015-11-13 11:00:00,2
3743,68598,974,5,2015-11-16 09:00:00,2015-11-16 10:00:00,2
3744,61107,951,1,2015-11-16 08:56:00,2015-11-16 09:56:00,2
3745,59909,784,1,2015-11-16 09:58:00,2015-11-16 10:58:00,2
3746,65553,952,1,2015-11-16 10:00:00,2015-11-16 11:00:00,2
3747,63103,975,1,2015-11-16 11:00:00,2015-11-16 12:00:00,2
3748,62044,825,1,2015-11-13 14:00:00,2015-11-13 15:00:00,2
3749,68221,826,1,2015-11-13 15:00:00,2015-11-13 16:00:00,2
3751,59067,976,1,2015-11-09 14:00:00,2015-11-09 15:00:00,2
3752,66316,977,1,2015-11-16 15:30:00,2015-11-16 16:30:00,2
3757,68417,889,1,2015-10-21 16:00:00,2015-10-21 17:00:00,2
3758,68417,889,1,2015-10-28 16:00:00,2015-10-28 17:00:00,2
3759,68417,889,1,2015-11-04 16:00:00,2015-11-04 17:00:00,2
3760,68417,889,1,2015-11-11 16:00:00,2015-11-11 17:00:00,2
3761,63268,978,1,2015-11-11 15:00:00,2015-11-11 16:00:00,2
3762,59067,976,1,2015-11-16 14:00:00,2015-11-16 15:00:00,2
3764,68384,979,1,2015-11-17 10:00:00,2015-11-17 11:00:00,2
3775,64652,935,1,2015-11-17 09:36:00,2015-11-17 10:36:00,2
3778,61891,957,1,2015-11-16 15:00:00,2015-11-16 16:00:00,2
3781,69724,960,1,2015-11-17 16:00:00,2015-11-17 17:50:00,2
3782,65492,961,1,2015-11-17 14:00:00,2015-11-17 14:50:00,2
3784,66438,939,1,2015-11-17 17:10:00,2015-11-17 18:00:00,2
3791,66431,981,1,2015-11-17 09:00:00,2015-11-17 10:00:00,2
3792,66067,871,1,2015-11-17 11:00:00,2015-11-17 12:00:00,2
3798,62979,903,1,2015-11-17 19:00:00,2015-11-17 20:00:00,2
3799,64351,902,1,2015-11-17 20:00:00,2015-11-17 21:00:00,2
3800,61102,941,1,2015-11-18 08:35:00,2015-11-18 09:20:00,2
3804,62744,882,1,2015-11-17 19:10:00,2015-11-17 20:00:00,2
3805,63199,963,1,2015-11-18 09:00:00,2015-11-18 09:50:00,2
3806,63114,772,1,2015-11-18 10:00:00,2015-11-18 10:50:00,2
3807,67173,969,1,2015-11-18 11:00:00,2015-11-18 11:50:00,2
3814,67362,983,1,2015-11-16 09:00:00,2015-11-16 09:50:00,2
3827,63056,938,1,2015-11-16 13:30:00,2015-11-16 14:30:00,2
3829,60541,986,1,2015-11-18 14:00:00,2015-11-18 15:00:00,2
3830,63268,978,1,2015-11-18 15:00:00,2015-11-18 16:00:00,2
3831,68417,889,1,2015-11-18 16:00:00,2015-11-18 17:00:00,2
3836,60668,883,1,2015-11-19 20:10:00,2015-11-19 21:00:00,2
3840,60790,945,1,2015-11-19 16:00:00,2015-11-19 16:52:00,2
3841,60182,756,1,2015-11-19 16:00:00,2015-11-19 16:50:00,2
3844,68090,968,1,2015-11-12 18:00:00,2015-11-12 19:00:00,2
3846,68512,988,1,2015-11-12 19:00:00,2015-11-12 20:00:00,2
3847,65587,965,1,2015-11-19 18:00:00,2015-11-19 19:00:00,2
3848,67181,971,1,2015-11-19 19:00:00,2015-11-19 20:00:00,2
3850,65236,929,1,2015-11-20 09:01:00,2015-11-20 10:01:00,2
3857,65526,834,1,2015-10-30 15:00:00,2015-10-30 16:00:00,2
3858,66711,822,1,2015-11-20 09:00:00,2015-11-20 10:00:00,2
3859,60621,950,1,2015-11-20 09:00:00,2015-11-20 10:00:00,2
3860,62634,948,1,2015-11-20 10:00:00,2015-11-20 11:00:00,2
3861,59690,947,1,2015-11-20 11:00:00,2015-11-20 12:00:00,2
3866,65583,946,1,2015-11-20 16:00:00,2015-11-20 16:50:00,2
3871,65405,991,1,2015-11-18 16:00:00,2015-11-18 17:00:00,2
3872,63497,967,1,2015-11-19 20:00:00,2015-11-19 21:00:00,2
3873,68048,992,5,2015-11-23 09:00:00,2015-11-23 10:00:00,2
3876,65553,952,1,2015-11-23 10:00:00,2015-11-23 11:00:00,2
3877,65585,896,1,2015-11-12 08:15:00,2015-11-12 09:45:00,2
3880,67362,983,1,2015-11-23 09:00:00,2015-11-23 09:50:00,2
3888,59067,976,1,2015-11-23 14:00:00,2015-11-23 15:00:00,2
3890,60565,857,1,2015-11-11 16:00:00,2015-11-11 17:00:00,2
3891,60565,857,1,2015-11-18 16:00:00,2015-11-18 17:00:00,2
3892,62044,825,1,2015-11-20 14:00:00,2015-11-20 15:00:00,2
3893,62489,995,1,2015-11-19 20:00:00,2015-11-19 21:00:00,2
3894,67119,922,1,2015-11-10 19:00:00,2015-11-10 20:00:00,2
3895,67119,922,1,2015-11-17 19:00:00,2015-11-17 20:00:00,2
3896,60001,775,1,2015-11-11 14:00:00,2015-11-11 15:00:00,2
3897,60001,775,1,2015-11-18 14:00:00,2015-11-18 15:00:00,2
3900,65585,896,5,2015-11-23 16:00:00,2015-11-23 18:00:00,2
3902,61891,957,4,2015-11-23 13:00:00,2015-11-23 13:00:00,2
3907,62971,955,1,2015-11-24 09:30:00,2015-11-24 10:20:00,2
3908,65156,937,1,2015-11-24 10:30:00,2015-11-24 11:20:00,2
3909,66431,981,1,2015-11-24 09:00:00,2015-11-24 10:00:00,2
3910,66067,871,1,2015-11-24 11:00:00,2015-11-24 12:00:00,2
3911,67181,971,1,2015-11-24 18:00:00,2015-11-24 19:00:00,2
3918,65411,999,1,2015-11-23 14:30:00,2015-11-23 15:30:00,2
3924,62744,882,1,2015-11-24 19:10:00,2015-11-24 20:00:00,2
3925,60668,883,1,2015-11-24 20:10:00,2015-11-24 21:00:00,2
3926,59067,976,1,2015-09-07 14:00:00,2015-09-07 15:00:00,2
3927,59067,976,1,2015-09-14 14:00:00,2015-09-14 15:00:00,2
3928,59067,976,1,2015-09-21 14:00:00,2015-09-21 15:00:00,2
3932,59067,976,1,2015-09-28 14:00:00,2015-09-28 15:00:00,2
3935,59067,976,1,2015-10-12 14:00:00,2015-10-12 15:00:00,2
3937,59067,976,1,2015-10-19 14:00:00,2015-10-19 15:00:00,2
3938,59067,976,1,2015-10-26 14:00:00,2015-10-26 15:00:00,2
3940,59067,976,1,2015-11-02 14:00:00,2015-11-02 15:00:00,2
3943,65737,920,1,2015-11-11 10:00:00,2015-11-11 11:00:00,2
3944,65737,920,5,2015-11-25 10:00:00,2015-11-25 11:00:00,2
3948,61102,941,1,2015-11-25 08:30:00,2015-11-25 09:20:00,2
3952,60565,857,1,2015-11-25 16:00:00,2015-11-25 17:00:00,2
3953,67119,922,1,2015-11-24 19:00:00,2015-11-24 20:00:00,2
3954,60001,775,1,2015-11-25 14:00:00,2015-11-25 15:00:00,2
3955,65405,991,1,2015-11-25 16:00:00,2015-11-25 17:00:00,2
3961,66438,939,1,2015-11-24 17:10:00,2015-11-24 18:00:00,2
3962,64351,902,1,2015-11-24 20:00:00,2015-11-24 21:00:00,2
3964,68090,968,1,2015-11-19 18:00:00,2015-11-19 19:00:00,2
3965,68512,988,1,2015-11-19 19:00:00,2015-11-19 20:00:00,2
3968,64358,1006,1,2015-11-26 15:00:00,2015-11-26 15:50:00,2
3971,60790,945,1,2015-11-26 16:00:00,2015-11-26 16:52:00,2
3972,65236,929,1,2015-11-27 11:00:00,2015-11-27 12:00:00,2
3973,65526,834,5,2015-11-27 09:00:00,2015-11-27 10:00:00,2
3979,62153,1007,1,2015-11-26 16:00:00,2015-11-26 16:50:00,2
3986,62044,825,1,2015-11-20 14:00:00,2015-11-20 15:00:00,2
3987,68221,826,1,2015-11-20 15:00:00,2015-11-20 16:00:00,2
3990,63056,938,1,2015-11-23 13:31:00,2015-11-23 14:31:00,2
3993,66316,977,1,2015-11-27 16:10:00,2015-11-27 17:10:00,2
3997,65583,946,1,2015-11-27 16:01:00,2015-11-27 16:55:00,2
3998,59690,947,1,2015-11-27 11:00:00,2015-11-27 12:00:00,2
3999,62634,948,1,2015-11-27 10:00:00,2015-11-28 11:00:00,2
4000,60621,950,1,2015-11-28 09:00:00,2015-11-28 10:00:00,2
4001,62712,1010,5,2015-11-30 09:00:00,2015-11-30 10:00:00,2
4002,65553,952,1,2015-11-30 10:00:00,2015-11-30 11:00:00,2
4007,62489,995,1,2015-11-26 20:00:00,2015-11-26 21:00:00,2
4009,66316,977,1,2015-11-30 15:30:00,2015-11-30 16:30:00,2
4010,61608,1014,1,2015-11-06 16:00:00,2015-11-06 17:00:00,2
4011,61608,1015,1,2015-11-06 16:00:00,2015-11-06 17:00:00,2
4012,61608,1014,1,2015-11-27 16:00:00,2015-11-30 17:00:00,2
4015,63268,978,1,2015-11-25 15:00:00,2015-11-25 16:00:00,2
4016,60541,986,1,2015-11-25 14:00:00,2015-11-25 15:00:00,2
4024,68417,889,1,2015-11-25 16:00:00,2015-11-25 17:00:00,2
4027,63056,938,1,2015-11-30 13:30:00,2015-11-30 14:30:00,2
4028,65411,999,1,2015-11-30 14:30:00,2015-12-01 15:30:00,2
4033,68384,979,1,2015-12-01 10:00:00,2015-12-01 11:00:00,2
4034,68384,979,1,2015-11-24 10:00:00,2015-11-24 11:00:00,2
4036,65587,965,1,2015-11-26 18:00:00,2015-11-26 19:00:00,2
4037,62979,903,1,2015-11-26 19:00:00,2015-11-26 20:00:00,2
4041,66067,871,1,2015-12-01 11:00:00,2015-12-01 12:00:00,2
4044,65492,961,1,2015-12-01 14:00:00,2015-12-01 14:50:00,2
4047,62979,903,1,2015-12-01 19:00:00,2015-12-01 20:00:00,2
4048,67181,971,1,2015-12-01 18:00:00,2015-12-01 19:00:00,2
4049,69724,960,1,2015-12-01 16:00:00,2015-12-01 16:50:00,2
4057,61102,941,1,2015-12-02 08:42:00,2015-12-02 09:42:00,2
4062,64351,902,5,2015-12-01 20:00:00,2015-12-01 21:00:00,2
4063,63497,967,1,2015-11-26 20:00:00,2015-11-26 21:00:00,2
4064,60541,986,1,2015-12-02 14:00:00,2015-12-02 15:00:00,2
4073,67173,969,1,2015-12-02 11:00:00,2015-12-02 11:50:00,2
4075,63199,963,1,2015-12-02 09:00:00,2015-12-02 09:50:00,2
4076,63114,772,1,2015-12-02 10:00:00,2015-12-02 10:50:00,2
4077,60565,857,1,2015-12-02 16:00:00,2015-12-02 17:00:00,2
4079,60001,775,5,2015-12-02 14:00:00,2015-12-02 15:00:00,2
4083,66438,939,1,2015-12-01 17:10:00,2015-12-01 18:00:00,2
4085,60668,883,1,2015-12-01 20:10:00,2015-12-01 21:00:00,2
4086,62744,882,1,2015-12-01 19:10:00,2015-12-01 20:00:00,2
4088,63268,978,1,2015-12-02 15:00:00,2015-12-02 16:00:00,2
4089,68417,889,1,2015-12-02 16:00:00,2015-12-02 17:00:00,2
4094,61980,1023,1,2015-12-03 14:00:00,2015-12-03 14:51:00,2
4096,60790,945,1,2015-12-03 16:01:00,2015-12-03 16:52:00,2
4098,68815,1025,1,2015-12-03 14:20:00,2015-12-03 14:55:00,2
4100,64358,1006,1,2015-12-03 15:00:00,2015-12-03 15:55:00,2
4101,60182,756,1,2015-12-03 16:00:00,2015-12-03 17:00:00,2
